stdlinxscd,tdlinx_store_sk,stranscd,smodchgind,sfiledt,sstatusind,sname,sno,sstreetadd,scity,sst,szip,splacenm,sstcd,scntcd,scntrynm,stradeclcd,sformatcd,snostrcd,schainind,sfiller1,slat,slong,slatlongcd,sblockid,sfiller2,sareacd,sphoneno,sfiller3,sannvolcd,swklyvol,ssqft,sftemploy,snmchkout,sfiller4,stdlinxocd,sownfamcd,sownnm,sowncity,sownst,sownstcd,sowncntcd,sfiller5,stdlinxpcd,ssupfamcd,ssupnm,ssupcity,ssupst,ssupstcd,ssupcntcd,sfiller6,stdlinxgcd,sgrpnm,sfranind,sfiller7,sgas,shivolcig,spharm,sliquor,swine,sbeer,sonprem,sfoodtype,sfuture1,sfuture2,sfuture3,sfiller8,src_desc,cstdlinxscd,current_ind,trade_channel_desc,premise_type,tdlinx_premise,store_volume_desc,chain_indicator_desc,food_type_desc,format_type_desc,lat_long_geo_desc,no_of_stores_desc,store_status_desc,transaction_code_desc,htdlinxucd,hulname,td_store_osk,source_system,ecommerce_provider,ecommerce_delivery_ind,ecommerce_in_store_pickup_ind,ecommerce_curbside_pickup_ind,load_dt,modified_dt
TDLX00297,1000000297,N,ADD,20260129,A,ABC Fine Wine & Spirits,1297,5948 Market St,Milwaukee,WI,53201,Milwaukee,WI,USA,United States,OFF,Co,97,C,FILLER,37.8489,-87.4465,Y,BLK00297,FILLER,WI,658-555-3389,FILLER,M,9356,28300,37,12,FILLER,OWN00297,FAM297,ABC Fine Wine & Spirits Inc,Milwaukee,WI,WI,USA,FILLER,PROV00297,SUP001,Southern Glazer's,Los Angeles,CA,NY,USA,FILLER,GRP297,ABC Fine Wine & Spirits Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00297,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00297,ABC FINE WINE & SPIR MILWAUKEE,1000000297,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00298,1000000298,N,ADD,20260129,A,Gary's Wine & Marketplace,1298,6193 Broadway,Houston,TX,77001,Houston,TX,USA,United States,OFF,Su,98,C,FILLER,40.9356,-120.6798,Y,BLK00298,FILLER,TX,597-555-6543,FILLER,L,7298,18544,30,7,FILLER,OWN00298,FAM298,Gary's Wine & Marketplace Inc,Houston,TX,TX,USA,FILLER,PROV00298,SUP001,Southern Glazer's,Miami,NY,FL,USA,FILLER,GRP298,Gary's Wine & Marketplace Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00298,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00298,GARY'S WINE & MARKET HOUSTON,1000000298,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00299,1000000299,N,ADD,20260129,A,K&L Wine Merchants,1299,9159 Elm St,Dallas,TX,75201,Dallas,TX,USA,United States,OFF,Sp,99,C,FILLER,43.2375,-115.6853,Y,BLK00299,FILLER,TX,349-555-2149,FILLER,M,8701,11736,50,11,FILLER,OWN00299,FAM299,K&L Wine Merchants Inc,Dallas,TX,TX,USA,FILLER,PROV00299,SUP001,Southern Glazer's,New York,FL,TX,USA,FILLER,GRP299,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00299,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00299,K&L WINE MERCHANTS DALLAS,1000000299,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00300,1000000300,N,ADD,20260129,A,Riverside Liquor,1300,3740 Broadway,Chicago,IL,60601,Chicago,IL,USA,United States,OFF,Sp,00,I,FILLER,43.4377,-106.2757,Y,BLK00300,FILLER,IL,354-555-2018,FILLER,L,7371,16802,89,10,FILLER,OWN00300,FAM300,Riverside Liquor Inc,Chicago,IL,IL,USA,FILLER,PROV00300,SUP001,Southern Glazer's,Miami,NY,NY,USA,FILLER,GRP300,Riverside Liquor Group,N,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00300,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Independent,Specialty Store,Specialty Store,Valid Coordinates,Single Store,Active,New Account,ULOC00300,RIVERSIDE LIQUOR CHICAGO,1000000300,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00301,1000000301,N,ADD,20260129,A,Ruth's Chris Steak House,1301,6193 1st Ave,Philadelphia,PA,19101,Philadelphia,PA,USA,United States,ON,Ca,01,C,FILLER,45.0932,-68.998,Y,BLK00301,FILLER,PA,439-555-7883,FILLER,L,9920,24364,90,9,FILLER,OWN00301,FAM301,Ruth's Chris Steak House Inc,Philadelphia,PA,PA,USA,FILLER,PROV00301,SUP001,Southern Glazer's,Los Angeles,NY,CA,USA,FILLER,GRP301,Ruth's Chris Steak House Group,Y,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00301,Y,Restaurant - On Premise,ON,ON-Premise,"Low Volume,<$2M",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00301,RUTH'S CHRIS STEAK H PHILADELPH,1000000301,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00302,1000000302,N,ADD,20260129,A,Riverside Liquor,1302,7605 Elm St,Phoenix,AZ,85001,Phoenix,AZ,USA,United States,OFF,Su,02,C,FILLER,46.6496,-95.0977,Y,BLK00302,FILLER,AZ,616-555-9980,FILLER,M,8637,26995,82,9,FILLER,OWN00302,FAM302,Riverside Liquor Inc,Phoenix,AZ,AZ,USA,FILLER,PROV00302,SUP001,Southern Glazer's,New York,CA,CA,USA,FILLER,GRP302,Riverside Liquor Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00302,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00302,RIVERSIDE LIQUOR PHOENIX,1000000302,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00303,1000000303,N,ADD,20260129,A,Bonefish Grill,1303,6988 Oak Ave,Tucson,AZ,85701,Tucson,AZ,USA,United States,ON,Ca,03,I,FILLER,25.2822,-79.4131,Y,BLK00303,FILLER,AZ,730-555-1029,FILLER,M,7054,7882,92,8,FILLER,OWN00303,FAM303,Bonefish Grill Inc,Tucson,AZ,AZ,USA,FILLER,PROV00303,SUP001,Southern Glazer's,Los Angeles,FL,TX,USA,FILLER,GRP303,Bonefish Grill Group,N,FILLER,N,N,N,Y,Y,Y,Y,MIXED,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00303,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Independent,Casual Dining,Casual Dining,Valid Coordinates,Single Store,Active,New Account,ULOC00303,BONEFISH GRILL TUCSON,1000000303,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00304,1000000304,N,ADD,20260129,A,K&L Wine Merchants,1304,6835 Oak Ave,San Diego,CA,92101,San Diego,CA,USA,United States,OFF,Sp,04,C,FILLER,37.722,-68.259,Y,BLK00304,FILLER,CA,645-555-2505,FILLER,H,5073,22275,36,9,FILLER,OWN00304,FAM304,K&L Wine Merchants Inc,San Diego,CA,CA,USA,FILLER,PROV00304,SUP001,Southern Glazer's,Los Angeles,FL,TX,USA,FILLER,GRP304,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00304,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00304,K&L WINE MERCHANTS SAN DIEGO,1000000304,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00305,1000000305,N,ADD,20260129,A,Binny's Beverage Depot,1305,3074 1st Ave,Portland,OR,97201,Portland,OR,USA,United States,OFF,Co,05,C,FILLER,28.8735,-68.783,Y,BLK00305,FILLER,OR,235-555-7314,FILLER,M,2987,6087,20,5,FILLER,OWN00305,FAM305,Binny's Beverage Depot Inc,Portland,OR,OR,USA,FILLER,PROV00305,SUP001,Southern Glazer's,New York,FL,CA,USA,FILLER,GRP305,Binny's Beverage Depot Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00305,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00305,BINNY'S BEVERAGE DEP PORTLAND,1000000305,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00306,1000000306,N,ADD,20260129,A,BevMo!,1306,8166 Oak Ave,Charlotte,NC,28201,Charlotte,NC,USA,United States,OFF,Co,06,C,FILLER,35.1855,-119.6366,Y,BLK00306,FILLER,NC,527-555-4143,FILLER,H,6153,26063,43,8,FILLER,OWN00306,FAM306,BevMo! Inc,Charlotte,NC,NC,USA,FILLER,PROV00306,SUP001,Southern Glazer's,New York,NY,TX,USA,FILLER,GRP306,BevMo! Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00306,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00306,BEVMO! CHARLOTTE,1000000306,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00307,1000000307,N,ADD,20260129,A,Carrabba's Italian Grill,1307,3853 1st Ave,San Jose,CA,95101,San Jose,CA,USA,United States,ON,Ba,07,I,FILLER,32.3172,-118.5094,Y,BLK00307,FILLER,CA,716-555-6687,FILLER,L,9145,13797,87,6,FILLER,OWN00307,FAM307,Carrabba's Italian Grill Inc,San Jose,CA,CA,USA,FILLER,PROV00307,SUP001,Southern Glazer's,Miami,TX,NY,USA,FILLER,GRP307,Carrabba's Italian Grill Group,N,FILLER,N,N,N,Y,Y,Y,Y,CASUAL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00307,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$2-5M",Independent,Bar & Grill,Bar & Grill,Valid Coordinates,Single Store,Active,New Account,ULOC00307,CARRABBA'S ITALIAN G SAN JOSE,1000000307,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00308,1000000308,N,ADD,20260129,A,The Capital Grille,1308,6263 Main St,San Francisco,CA,94101,San Francisco,CA,USA,United States,ON,Ca,08,I,FILLER,47.0845,-103.9433,Y,BLK00308,FILLER,CA,218-555-1505,FILLER,H,4245,5816,71,10,FILLER,OWN00308,FAM308,The Capital Grille Inc,San Francisco,CA,CA,USA,FILLER,PROV00308,SUP001,Southern Glazer's,New York,TX,CA,USA,FILLER,GRP308,The Capital Grille Group,N,FILLER,N,N,N,Y,Y,Y,Y,SEAFOOD,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00308,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Independent,Casual Dining,Casual Dining,Valid Coordinates,Single Store,Active,New Account,ULOC00308,THE CAPITAL GRILLE SAN FRANCI,1000000308,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00309,1000000309,N,ADD,20260129,A,Eddie V's,1309,6730 Broadway,Nashville,TN,37201,Nashville,TN,USA,United States,ON,Ba,09,I,FILLER,34.3931,-73.884,Y,BLK00309,FILLER,TN,681-555-2562,FILLER,L,3503,13779,27,6,FILLER,OWN00309,FAM309,Eddie V's Inc,Nashville,TN,TN,USA,FILLER,PROV00309,SUP001,Southern Glazer's,Dallas,NY,TX,USA,FILLER,GRP309,Eddie V's Group,N,FILLER,N,N,N,Y,Y,Y,Y,ITALIAN,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00309,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Independent,Bar & Grill,Bar & Grill,Valid Coordinates,Single Store,Active,New Account,ULOC00309,EDDIE V'S NASHVILLE,1000000309,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00310,1000000310,N,ADD,20260129,A,Spec's Wine Spirit & Finer Foods,1310,953 Market St,Tampa,FL,33601,Tampa,FL,USA,United States,OFF,Sp,10,C,FILLER,38.1694,-96.8583,Y,BLK00310,FILLER,FL,264-555-8723,FILLER,M,3236,17079,79,3,FILLER,OWN00310,FAM310,Spec's Wine Spirit & Finer Foods Inc,Tampa,FL,FL,USA,FILLER,PROV00310,SUP001,Southern Glazer's,Los Angeles,TX,CA,USA,FILLER,GRP310,Spec's Wine Spirit & Finer Foods Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00310,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00310,SPEC'S WINE SPIRIT & TAMPA,1000000310,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00311,1000000311,N,ADD,20260129,A,Liquor Barn,1311,2558 Elm St,Boston,MA,02101,Boston,MA,USA,United States,OFF,Sp,11,C,FILLER,32.5519,-120.8233,Y,BLK00311,FILLER,MA,390-555-8819,FILLER,M,7301,10683,37,4,FILLER,OWN00311,FAM311,Liquor Barn Inc,Boston,MA,MA,USA,FILLER,PROV00311,SUP001,Southern Glazer's,Dallas,TX,CA,USA,FILLER,GRP311,Liquor Barn Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00311,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00311,LIQUOR BARN BOSTON,1000000311,SGWS,Instacart,Y,Y,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00312,1000000312,N,ADD,20260129,A,ABC Fine Wine & Spirits,1312,6800 Pine St,Nashville,TN,37201,Nashville,TN,USA,United States,OFF,Su,12,C,FILLER,43.1098,-100.1094,Y,BLK00312,FILLER,TN,661-555-7033,FILLER,H,2718,11901,86,4,FILLER,OWN00312,FAM312,ABC Fine Wine & Spirits Inc,Nashville,TN,TN,USA,FILLER,PROV00312,SUP001,Southern Glazer's,Dallas,TX,TX,USA,FILLER,GRP312,ABC Fine Wine & Spirits Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00312,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00312,ABC FINE WINE & SPIR NASHVILLE,1000000312,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00313,1000000313,N,ADD,20260129,A,Bottles,1313,7467 Main St,Miami,FL,33101,Miami,FL,USA,United States,OFF,Co,13,C,FILLER,29.7604,-95.6697,Y,BLK00313,FILLER,FL,619-555-7246,FILLER,M,3442,11521,35,11,FILLER,OWN00313,FAM313,Bottles Inc,Miami,FL,FL,USA,FILLER,PROV00313,SUP001,Southern Glazer's,New York,TX,TX,USA,FILLER,GRP313,Bottles Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00313,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00313,BOTTLES MIAMI,1000000313,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00314,1000000314,N,ADD,20260129,A,Spec's Wine Spirit & Finer Foods,1314,8340 1st Ave,Portland,OR,97201,Portland,OR,USA,United States,OFF,Su,14,I,FILLER,39.9787,-122.4688,Y,BLK00314,FILLER,OR,544-555-5392,FILLER,H,6142,25061,47,6,FILLER,OWN00314,FAM314,Spec's Wine Spirit & Finer Foods Inc,Portland,OR,OR,USA,FILLER,PROV00314,SUP001,Southern Glazer's,Miami,NY,NY,USA,FILLER,GRP314,Spec's Wine Spirit & Finer Foods Group,N,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00314,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Independent,Superstore,Superstore,Valid Coordinates,Single Store,Active,New Account,ULOC00314,SPEC'S WINE SPIRIT & PORTLAND,1000000314,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00315,1000000315,N,ADD,20260129,A,Hi-Time Wine Cellars,1315,5043 Market St,San Diego,CA,92101,San Diego,CA,USA,United States,OFF,Co,15,C,FILLER,48.8824,-101.5648,Y,BLK00315,FILLER,CA,970-555-1420,FILLER,H,1663,26462,59,12,FILLER,OWN00315,FAM315,Hi-Time Wine Cellars Inc,San Diego,CA,CA,USA,FILLER,PROV00315,SUP001,Southern Glazer's,New York,TX,FL,USA,FILLER,GRP315,Hi-Time Wine Cellars Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00315,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00315,HI-TIME WINE CELLARS SAN DIEGO,1000000315,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00316,1000000316,N,ADD,20260129,A,Gary's Wine & Marketplace,1316,9133 Main St,Miami,FL,33101,Miami,FL,USA,United States,OFF,Su,16,C,FILLER,46.0709,-83.8692,Y,BLK00316,FILLER,FL,451-555-6807,FILLER,M,6463,21053,23,4,FILLER,OWN00316,FAM316,Gary's Wine & Marketplace Inc,Miami,FL,FL,USA,FILLER,PROV00316,SUP001,Southern Glazer's,New York,NY,FL,USA,FILLER,GRP316,Gary's Wine & Marketplace Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00316,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00316,GARY'S WINE & MARKET MIAMI,1000000316,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00317,1000000317,N,ADD,20260129,A,Yardhouse,1317,4983 Market St,Miami,FL,33101,Miami,FL,USA,United States,ON,Fi,17,C,FILLER,38.9208,-122.1201,Y,BLK00317,FILLER,FL,754-555-6248,FILLER,H,9713,12911,22,7,FILLER,OWN00317,FAM317,Yardhouse Inc,Miami,FL,FL,USA,FILLER,PROV00317,SUP001,Southern Glazer's,Los Angeles,TX,TX,USA,FILLER,GRP317,Yardhouse Group,Y,FILLER,N,N,N,Y,Y,Y,Y,STEAK,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00317,Y,Restaurant - On Premise,ON,ON-Premise,"Low Volume,<$2M",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00317,YARDHOUSE MIAMI,1000000317,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00318,1000000318,N,ADD,20260129,A,Ruth's Chris Steak House,1318,8261 Main St,San Diego,CA,92101,San Diego,CA,USA,United States,ON,Ba,18,C,FILLER,44.9752,-124.1782,Y,BLK00318,FILLER,CA,445-555-3814,FILLER,H,5470,7792,77,11,FILLER,OWN00318,FAM318,Ruth's Chris Steak House Inc,San Diego,CA,CA,USA,FILLER,PROV00318,SUP001,Southern Glazer's,Dallas,FL,NY,USA,FILLER,GRP318,Ruth's Chris Steak House Group,Y,FILLER,N,N,N,Y,Y,Y,Y,ITALIAN,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00318,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Chain,Bar & Grill,Bar & Grill,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00318,RUTH'S CHRIS STEAK H SAN DIEGO,1000000318,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00319,1000000319,N,ADD,20260129,A,Eddie V's,1319,8411 Pine St,Fort Worth,TX,76101,Fort Worth,TX,USA,United States,ON,Fi,19,C,FILLER,47.6092,-89.8886,Y,BLK00319,FILLER,TX,499-555-8102,FILLER,L,8214,8408,77,3,FILLER,OWN00319,FAM319,Eddie V's Inc,Fort Worth,TX,TX,USA,FILLER,PROV00319,SUP001,Southern Glazer's,New York,TX,CA,USA,FILLER,GRP319,Eddie V's Group,Y,FILLER,N,N,N,Y,Y,Y,Y,ITALIAN,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00319,Y,Restaurant - On Premise,ON,ON-Premise,"High Volume,$10M+",Chain,Fine Dining,Fine Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00319,EDDIE V'S FORT WORTH,1000000319,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00320,1000000320,N,ADD,20260129,A,Hi-Time Wine Cellars,1320,2856 Pine St,Las Vegas,NV,89101,Las Vegas,NV,USA,United States,OFF,Sp,20,C,FILLER,32.3733,-80.5353,Y,BLK00320,FILLER,NV,664-555-5948,FILLER,L,4844,5556,43,4,FILLER,OWN00320,FAM320,Hi-Time Wine Cellars Inc,Las Vegas,NV,NV,USA,FILLER,PROV00320,SUP001,Southern Glazer's,New York,FL,NY,USA,FILLER,GRP320,Hi-Time Wine Cellars Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00320,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00320,HI-TIME WINE CELLARS LAS VEGAS,1000000320,SGWS,Uber Eats,Y,N,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00321,1000000321,N,ADD,20260129,A,Carrabba's Italian Grill,1321,9081 Oak Ave,Fort Worth,TX,76101,Fort Worth,TX,USA,United States,ON,Ca,21,C,FILLER,28.0779,-120.6761,Y,BLK00321,FILLER,TX,410-555-7529,FILLER,L,1410,9632,60,5,FILLER,OWN00321,FAM321,Carrabba's Italian Grill Inc,Fort Worth,TX,TX,USA,FILLER,PROV00321,SUP001,Southern Glazer's,New York,TX,CA,USA,FILLER,GRP321,Carrabba's Italian Grill Group,Y,FILLER,N,N,N,Y,Y,Y,Y,CASUAL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00321,Y,Restaurant - On Premise,ON,ON-Premise,"Medium Volume,$5-10M",Chain,Casual Dining,Casual Dining,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00321,CARRABBA'S ITALIAN G FORT WORTH,1000000321,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00322,1000000322,N,ADD,20260129,A,Keg N Bottle,1322,2940 Elm St,Portland,OR,97201,Portland,OR,USA,United States,OFF,Sp,22,C,FILLER,39.2915,-99.0982,Y,BLK00322,FILLER,OR,505-555-8124,FILLER,H,6425,10336,37,9,FILLER,OWN00322,FAM322,Keg N Bottle Inc,Portland,OR,OR,USA,FILLER,PROV00322,SUP001,Southern Glazer's,Miami,NY,FL,USA,FILLER,GRP322,Keg N Bottle Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,RETAIL,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00322,Y,Retail - Off Premise,OFF,OFF-Premise,"Medium Volume,$2-5M",Chain,Specialty Store,Specialty Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00322,KEG N BOTTLE PORTLAND,1000000322,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00323,1000000323,N,ADD,20260129,A,BevMo!,1323,1971 Market St,Chicago,IL,60601,Chicago,IL,USA,United States,OFF,Su,23,C,FILLER,45.5652,-104.9872,Y,BLK00323,FILLER,IL,802-555-8738,FILLER,M,1271,18652,91,9,FILLER,OWN00323,FAM323,BevMo! Inc,Chicago,IL,IL,USA,FILLER,PROV00323,SUP001,Southern Glazer's,Miami,CA,NY,USA,FILLER,GRP323,BevMo! Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,CONV,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00323,Y,Retail - Off Premise,OFF,OFF-Premise,"High Volume,$10M+",Chain,Superstore,Superstore,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00323,BEVMO! CHICAGO,1000000323,SGWS,None,N,N,N,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
TDLX00324,1000000324,N,ADD,20260129,A,K&L Wine Merchants,1324,6212 Pine St,Oklahoma City,OK,73101,Oklahoma City,OK,USA,United States,OFF,Co,24,C,FILLER,44.6959,-116.9495,Y,BLK00324,FILLER,OK,313-555-5334,FILLER,M,9994,24758,75,8,FILLER,OWN00324,FAM324,K&L Wine Merchants Inc,Oklahoma City,OK,OK,USA,FILLER,PROV00324,SUP001,Southern Glazer's,New York,CA,NY,USA,FILLER,GRP324,K&L Wine Merchants Group,Y,FILLER,N,Y,Y,Y,Y,Y,N,SPEC,FUTURE1,FUTURE2,FUTURE3,FILLER,SGWS,TDLX00324,Y,Retail - Off Premise,OFF,OFF-Premise,"Low Volume,<$2M",Chain,Convenience Store,Convenience Store,Valid Coordinates,Multi-Unit,Active,New Account,ULOC00324,K&L WINE MERCHANTS OKLAHOMA C,1000000324,SGWS,DoorDash,Y,Y,Y,2026-01-29 12:00:00.000000,2026-01-29 12:00:00.000000
